date,open,close,high,low,volume,code,market,name
2025-11-10,0.97,0.985,0.988,0.968,393981.0,520650,sh,港股通互联网ETF南方
2025-11-11,0.989,0.977,0.993,0.977,74033.0,520650,sh,港股通互联网ETF南方
2025-11-12,0.977,0.984,0.99,0.977,110561.0,520650,sh,港股通互联网ETF南方
2025-11-13,0.978,0.993,0.999,0.974,113329.0,520650,sh,港股通互联网ETF南方
2025-11-14,0.986,0.972,0.986,0.972,136139.0,520650,sh,港股通互联网ETF南方
2025-11-17,0.967,0.96,0.974,0.959,92576.0,520650,sh,港股通互联网ETF南方
2025-11-18,0.955,0.944,0.962,0.941,116478.0,520650,sh,港股通互联网ETF南方
2025-11-19,0.946,0.936,0.952,0.933,90769.0,520650,sh,港股通互联网ETF南方
2025-11-20,0.943,0.928,0.945,0.925,115711.0,520650,sh,港股通互联网ETF南方
2025-11-21,0.922,0.915,0.922,0.902,167540.0,520650,sh,港股通互联网ETF南方
2025-11-24,0.916,0.933,0.94,0.912,166512.0,520650,sh,港股通互联网ETF南方
2025-11-25,0.945,0.941,0.964,0.941,309641.0,520650,sh,港股通互联网ETF南方
2025-11-26,0.952,0.948,0.958,0.946,113341.0,520650,sh,港股通互联网ETF南方
2025-11-27,0.945,0.938,0.951,0.937,124821.0,520650,sh,港股通互联网ETF南方
2025-11-28,0.94,0.938,0.941,0.935,67528.0,520650,sh,港股通互联网ETF南方
2025-12-01,0.939,0.941,0.949,0.934,108139.0,520650,sh,港股通互联网ETF南方
2025-12-02,0.947,0.93,0.951,0.93,87398.0,520650,sh,港股通互联网ETF南方
2025-12-03,0.933,0.914,0.933,0.914,52416.0,520650,sh,港股通互联网ETF南方
2025-12-04,0.919,0.924,0.926,0.912,97281.0,520650,sh,港股通互联网ETF南方
2025-12-05,0.924,0.931,0.932,0.919,90393.0,520650,sh,港股通互联网ETF南方
2025-12-08,0.931,0.928,0.935,0.926,47827.0,520650,sh,港股通互联网ETF南方
2025-12-09,0.927,0.917,0.933,0.913,288652.0,520650,sh,港股通互联网ETF南方
2025-12-10,0.919,0.914,0.919,0.905,154862.0,520650,sh,港股通互联网ETF南方
2025-12-11,0.919,0.908,0.924,0.907,121454.0,520650,sh,港股通互联网ETF南方
2025-12-12,0.92,0.925,0.927,0.91,179782.0,520650,sh,港股通互联网ETF南方
2025-12-15,0.915,0.907,0.915,0.906,84070.0,520650,sh,港股通互联网ETF南方
2025-12-16,0.905,0.886,0.905,0.88,155037.0,520650,sh,港股通互联网ETF南方
2025-12-17,0.887,0.896,0.898,0.884,170741.0,520650,sh,港股通互联网ETF南方
2025-12-18,0.884,0.882,0.9,0.881,85995.0,520650,sh,港股通互联网ETF南方
2025-12-19,0.891,0.897,0.901,0.889,231938.0,520650,sh,港股通互联网ETF南方
2025-12-22,0.898,0.898,0.904,0.896,149161.0,520650,sh,港股通互联网ETF南方
2025-12-23,0.898,0.891,0.899,0.891,42178.0,520650,sh,港股通互联网ETF南方
2025-12-24,0.891,0.89,0.894,0.888,44232.0,520650,sh,港股通互联网ETF南方
2025-12-25,0.892,0.889,0.892,0.886,94639.0,520650,sh,港股通互联网ETF南方
2025-12-26,0.895,0.89,0.895,0.885,51120.0,520650,sh,港股通互联网ETF南方
2025-12-29,0.89,0.886,0.902,0.884,215078.0,520650,sh,港股通互联网ETF南方
2025-12-30,0.883,0.888,0.888,0.881,71030.0,520650,sh,港股通互联网ETF南方
2025-12-31,0.884,0.88,0.885,0.878,62180.0,520650,sh,港股通互联网ETF南方
