date,open,close,high,low,volume,code,market,name
2026-04-01,1.006,1.01,1.011,0.993,1257732.0,589250,sh,科创芯片设计ETF浦银
2026-04-02,1.009,0.975,1.009,0.968,185166.0,589250,sh,科创芯片设计ETF浦银
2026-04-03,0.984,0.979,0.992,0.973,220567.0,589250,sh,科创芯片设计ETF浦银
2026-04-07,0.984,1.001,1.015,0.984,331872.0,589250,sh,科创芯片设计ETF浦银
2026-04-08,1.027,1.068,1.069,1.027,280369.0,589250,sh,科创芯片设计ETF浦银
2026-04-09,1.058,1.063,1.08,1.046,151892.0,589250,sh,科创芯片设计ETF浦银
2026-04-10,1.087,1.086,1.103,1.07,122772.0,589250,sh,科创芯片设计ETF浦银
2026-04-13,1.083,1.103,1.124,1.075,67324.0,589250,sh,科创芯片设计ETF浦银
2026-04-14,1.115,1.132,1.143,1.115,71753.0,589250,sh,科创芯片设计ETF浦银
2026-04-15,1.147,1.135,1.16,1.125,95902.0,589250,sh,科创芯片设计ETF浦银
2026-04-16,1.134,1.15,1.152,1.123,78681.0,589250,sh,科创芯片设计ETF浦银
2026-04-17,1.145,1.153,1.162,1.122,110886.0,589250,sh,科创芯片设计ETF浦银
2026-04-20,1.18,1.171,1.18,1.155,71082.0,589250,sh,科创芯片设计ETF浦银
2026-04-21,1.171,1.149,1.171,1.129,337357.0,589250,sh,科创芯片设计ETF浦银
2026-04-22,1.15,1.178,1.181,1.143,72224.0,589250,sh,科创芯片设计ETF浦银
2026-04-23,1.186,1.163,1.198,1.151,35494.0,589250,sh,科创芯片设计ETF浦银
2026-04-24,1.166,1.186,1.198,1.155,57125.0,589250,sh,科创芯片设计ETF浦银
2026-04-27,1.187,1.233,1.236,1.187,89096.0,589250,sh,科创芯片设计ETF浦银
2026-04-28,1.235,1.207,1.237,1.2,26113.0,589250,sh,科创芯片设计ETF浦银
2026-04-29,1.19,1.212,1.214,1.173,37746.0,589250,sh,科创芯片设计ETF浦银
2026-04-30,1.238,1.289,1.298,1.214,86279.0,589250,sh,科创芯片设计ETF浦银
2026-05-06,1.321,1.38,1.547,1.321,639231.0,589250,sh,科创芯片设计ETF浦银
2026-05-07,1.38,1.387,1.389,1.351,141465.0,589250,sh,科创芯片设计ETF浦银
2026-05-08,1.372,1.358,1.372,1.343,81129.0,589250,sh,科创芯片设计ETF浦银
2026-05-11,1.391,1.452,1.467,1.391,251479.0,589250,sh,科创芯片设计ETF浦银
2026-05-12,1.435,1.451,1.47,1.406,131893.0,589250,sh,科创芯片设计ETF浦银
2026-05-13,1.403,1.492,1.492,1.403,117837.0,589250,sh,科创芯片设计ETF浦银
2026-05-14,1.507,1.47,1.522,1.469,138508.0,589250,sh,科创芯片设计ETF浦银
2026-05-15,1.462,1.406,1.482,1.395,162107.0,589250,sh,科创芯片设计ETF浦银
2026-05-18,1.387,1.429,1.461,1.387,116005.0,589250,sh,科创芯片设计ETF浦银
2026-05-19,1.424,1.476,1.48,1.38,127161.0,589250,sh,科创芯片设计ETF浦银
2026-05-20,1.473,1.505,1.508,1.458,96590.0,589250,sh,科创芯片设计ETF浦银
2026-05-21,1.53,1.434,1.552,1.427,123088.0,589250,sh,科创芯片设计ETF浦银
2026-05-22,1.442,1.466,1.474,1.428,74877.0,589250,sh,科创芯片设计ETF浦银
2026-05-25,1.466,1.534,1.535,1.446,115876.0,589250,sh,科创芯片设计ETF浦银
2026-05-26,1.532,1.49,1.532,1.459,129360.0,589250,sh,科创芯片设计ETF浦银
2026-05-27,1.521,1.454,1.533,1.45,92284.0,589250,sh,科创芯片设计ETF浦银
2026-05-28,1.423,1.47,1.477,1.423,76650.0,589250,sh,科创芯片设计ETF浦银
2026-05-29,1.472,1.397,1.477,1.388,150884.0,589250,sh,科创芯片设计ETF浦银
2026-06-01,1.391,1.31,1.397,1.305,145684.0,589250,sh,科创芯片设计ETF浦银
2026-06-02,1.31,1.326,1.352,1.286,87566.0,589250,sh,科创芯片设计ETF浦银
2026-06-03,1.335,1.368,1.407,1.335,139263.0,589250,sh,科创芯片设计ETF浦银
2026-06-04,1.38,1.386,1.397,1.327,94652.0,589250,sh,科创芯片设计ETF浦银
2026-06-05,1.378,1.32,1.378,1.312,90825.0,589250,sh,科创芯片设计ETF浦银
2026-06-08,1.253,1.248,1.28,1.234,67741.0,589250,sh,科创芯片设计ETF浦银
2026-06-09,1.276,1.307,1.31,1.267,60492.0,589250,sh,科创芯片设计ETF浦银
2026-06-10,1.292,1.308,1.352,1.288,71773.0,589250,sh,科创芯片设计ETF浦银
2026-06-11,1.3,1.312,1.327,1.287,79644.0,589250,sh,科创芯片设计ETF浦银
2026-06-12,1.352,1.304,1.36,1.298,77973.0,589250,sh,科创芯片设计ETF浦银
2026-06-15,1.32,1.383,1.385,1.299,81374.0,589250,sh,科创芯片设计ETF浦银
2026-06-16,1.418,1.408,1.418,1.377,65972.0,589250,sh,科创芯片设计ETF浦银
2026-06-17,1.392,1.472,1.473,1.377,88980.0,589250,sh,科创芯片设计ETF浦银
2026-06-18,1.473,1.536,1.553,1.473,148539.0,589250,sh,科创芯片设计ETF浦银
2026-06-22,1.54,1.551,1.559,1.497,131565.0,589250,sh,科创芯片设计ETF浦银
2026-06-23,1.543,1.53,1.574,1.502,72678.0,589250,sh,科创芯片设计ETF浦银
2026-06-24,1.496,1.585,1.586,1.491,95066.0,589250,sh,科创芯片设计ETF浦银
2026-06-25,1.615,1.698,1.724,1.586,204776.0,589250,sh,科创芯片设计ETF浦银
2026-06-26,1.694,1.644,1.694,1.607,210897.0,589250,sh,科创芯片设计ETF浦银
2026-06-29,1.643,1.693,1.698,1.601,174670.0,589250,sh,科创芯片设计ETF浦银
2026-06-30,1.678,1.785,1.788,1.67,167360.0,589250,sh,科创芯片设计ETF浦银
2026-07-01,1.785,1.743,1.834,1.712,170394.0,589250,sh,科创芯片设计ETF浦银
2026-07-02,1.652,1.603,1.709,1.592,124180.0,589250,sh,科创芯片设计ETF浦银
2026-07-03,1.584,1.611,1.664,1.568,118241.0,589250,sh,科创芯片设计ETF浦银
